code,name,url
DCH,DCH-Trường Sĩ Quan Đặc Công,https://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-dac-cong-DCH.html
HCB,HCB-Học viện Kỹ thuật và Công nghệ an ninh (Phía Bắc),https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ky-thuat-cong-nghe-an-ninh-phia-bac-HCB.html
HCN,HCN-Học viện Kỹ thuật và Công nghệ an ninh (Phía Nam),https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ky-thuat-va-cong-nghe-an-ninh-phia-nam-HCN.html
PBH,PBH-Trường Sĩ Quan Pháo Binh,https://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-phao-binh-PBH.html
KSV,Phân hiệu Vĩnh Long,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-tphcm-phan-hieu-vinh-long-KSV.html
QHD,ĐHQG Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/truong-quan-tri-va-kinh-doanh-dh-quoc-gia-ha-noi-QHD.html
VGU,VGU-Trường Đại Học Việt Đức,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-viet-duc-VGU.html
TLS,TLS-Trường Đại Học Thủy Lợi (Cơ sở 2),https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thuy-loi-co-so-2-TLS.html
SDU,SDU-Trường Đại học Sao Đỏ,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-sao-do-SDU.html
PCS,PCS-Trường Đại Học Phòng Cháy Chữa Cháy (phía Nam),https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phong-chay-chua-chay-phia-nam-PCS.html
PCH,PCH-Trường Đại Học Phòng Cháy Chữa Cháy (Phía Bắc),https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phong-chay-chua-chay-phia-bac-PCH.html
NLN,NLN-Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-nong-lam-tphcm-tai-ninh-thuan-NLN.html
DTD,DTD-Trường Đại Học Tây Đô,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tay-do-DTD.html
DKC,DKC-Trường Đại học Công Nghệ TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-tphcm-DKC.html
DDU,DDU-Trường Đại Học Đông Đô,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dong-do-DDU.html
DLH,DLH-Trường Đại Học Lạc Hồng,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-lac-hong-DLH.html
DDB,DDB-Trường Đại Học Thành Đông,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thanh-dong-DDB.html
DHA,DHA-Trường Đại học Luật Huế,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-luat-dai-hoc-hue-DHA.html
DYD,DYD-Trường Đại Học Yersin Đà Lạt,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-yersin-da-lat-DYD.html
TDD,TDD-Trường Đại học Thành Đô,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thanh-do-TDD.html
DBD,DBD-Trường Đại Học Bình Dương,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-binh-duong-DBD.html
DTV,DTV-Trường Đại Học Lương Thế Vinh,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-luong-the-vinh-DTV.html
VJU,ĐHQG Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-viet-nhat-ha-noi-VJU.html
BVU,BVU-Trường Đại Học Bà Rịa – Vũng Tàu,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ba-ria-vung-tau-BVU.html
DHN,DHN-Trường Đại Học Nghệ Thuật Huế,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nghe-thuat-hue-DHN.html
MIT,MIT-Trường Đại học Công nghệ Miền Đông,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-mien-dong-MIT.html
FPT,FPT-Trường Đại Học FPT,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-fpt-FPT.html
DKB,DKB-Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-ky-thuat-binh-duong-DKB.html
UEF,UEF-Trường Đại Học Kinh Tế Tài Chính TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-tai-chinh-tphcm-UEF.html
DFA,DFA-Trường Đại học Tài chính Quản trị kinh doanh,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tai-chinh-quan-tri-kinh-doanh-DFA.html
TTG,TTG-Trường Đại Học Tiền Giang,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tien-giang-TTG.html
DTE,DTE-Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-quan-tri-kinh-doanh-thai-nguyen-DTE.html
PVU,PVU-Trường Đại Học Dầu Khí Việt Nam,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dau-khi-viet-nam-PVU.html
DNT,DNT-Trường Đại Học Ngoại Ngữ Tin Học TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ngoai-ngu-tin-hoc-tphcm-DNT.html
SKV,SKV-Trường Đại Học Sư Phạm Kỹ Thuật Vinh,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-vinh-SKV.html
CEA,CEA-Trường Đại học Nghệ An,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nghe-an-CEA.html
LNH,LNH-Trường Đại Học Lâm nghiệp,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-lam-nghiep-LNH.html
DVH,DVH-Trường Đại Học Văn Hiến,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-van-hien-DVH.html
DQT,DQT-Trường Đại Học Quang Trung,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quang-trung-DQT.html
HSU,HSU-Trường Đại Học Hoa Sen,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hoa-sen-HSU.html
DPT,DPT-Trường Đại Học Phan Thiết,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phan-thiet-DPT.html
DVP,DVP-Trường Đại Học Trưng Vương,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-trung-vuong-DVP.html
YDD,YDD-Trường Đại Học Điều Dưỡng Nam Định,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dieu-duong-nam-dinh-YDD.html
THU,THU-Trường Đại học Y khoa Tokyo Việt Nam,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-y-khoa-tokyo-viet-nam-THU.html
DCD,DCD-Trường Đại Học Công Nghệ Đồng Nai,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-dong-nai-DCD.html
EIU,EIU-Trường Đại Học Quốc Tế Miền Đông,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-mien-dong-EIU.html
DDV,Đại học Đà Nẵng,https://diemthi.tuyensinh247.com/diem-chuan/vien-nghien-cuu-va-dao-tao-viet-anh-dai-hoc-da-nang-DDV.html
TDB,TDB-Trường Đại Học Thể Dục Thể Thao Bắc Ninh,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-the-duc-the-thao-bac-ninh-TDB.html
DHE,Đại học Huế,https://diemthi.tuyensinh247.com/diem-chuan/khoa-ky-thuat-va-cong-nghe-dai-hoc-hue-DHE.html
DTB,DTB-Trường Đại Học Thái Bình,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thai-binh-DTB.html
HVD,HVD-Học Viện Dân Tộc,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-dan-toc-HVD.html
DHT,DHT-Trường Đại Học Khoa Học Huế,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khoa-hoc-hue-DHT.html
DTZ,DTZ-Trường Đại Học Khoa Học Thái Nguyên,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khoa-hoc-thai-nguyen-DTZ.html
HDT,HDT-Trường Đại Học Hồng Đức,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hong-duc-HDT.html
DNU,DNU-Trường Đại Học Đồng Nai,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dong-nai-DNU.html
LNS,LNS-Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-lam-nghiep-tai-dong-nai-LNS.html
DTM,DTM-Trường Đại học Tài Nguyên và Môi Trường TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tai-nguyen-va-moi-truong-tphcm-DTM.html
NTU,NTU-Trường Đại Học Nguyễn Trãi,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nguyen-trai-NTU.html
CCM,CCM-Trường Đại học Công nghiệp và Thương mại Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghiep-va-thuong-mai-ha-noi-CCM.html
VUI,VUI-Trường Đại Học Công Nghiệp Việt Trì,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghiep-viet-tri-VUI.html
QSP,QSP-Phân hiệu Đại học Quốc gia TPHCM tại Bến Tre,https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-quoc-gia-tphcm-tai-ben-tre-QSP.html
DHL,DHL-Trường Đại Học Nông Lâm Huế,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nong-lam-hue-DHL.html
DTQ,Đại Học Thái Nguyên,https://diemthi.tuyensinh247.com/diem-chuan/khoa-quoc-te-dai-hoc-thai-nguyen-DTQ.html
SIU,SIU-Trường Đại học Tư thục Quốc Tế Sài Gòn,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-sai-gon-SIU.html
DCA,DCA-Trường Đại Học Chu Văn An,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-chu-van-an-DCA.html
DLA,DLA-Trường Đại Học Kinh Tế Công Nghiệp Long An,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-cong-nghiep-long-an-DLA.html
DBH,DBH-Trường Đại Học Quốc Tế Bắc Hà,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-bac-ha-DBH.html
SKN,SKN-Trường Đại Học Sư Phạm Kỹ Thuật Nam Định,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-nam-dinh-SKN.html
NLG,NLG-Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai,https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-nong-lam-tphcm-tai-gia-lai-NLG.html
DTN,DTN-Trường Đại Học Nông Lâm Thái Nguyên,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nong-lam-thai-nguyen-DTN.html
UMT,UMT-Trường Đại học Quản lý và công nghệ TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quan-ly-va-cong-nghe-tphcm-UMT.html
DCQ,DCQ-Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-va-quan-ly-huu-nghi-DCQ.html
DHQ,DHQ-Phân Hiệu Đại Học Huế tại Quảng Trị,https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-hue-tai-quang-tri-DHQ.html
TBD,TBD-Trường Đại Học Thái Bình Dương,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thai-binh-duong-TBD.html
DHV,DHV-Trường Đại học Hùng Vương TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hung-vuong-tphcm-DHV.html
DVB,DVB-Trường Đại Học Kinh tế công nghệ Thái Nguyên,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-cong-nghe-thai-nguyen-DVB.html
DPX,DPX-Trường Đại Học Phú Xuân,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phu-xuan-DPX.html
HPU,HPU-Trường Đại học Quản lý và Công nghệ Hải Phòng,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quan-ly-va-cong-nghe-hai-phong-HPU.html
MTU,MTU-Trường Đại Học Xây Dựng Miền Tây,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-xay-dung-mien-tay-MTU.html
VHD,Hung,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghiep-viet-hung-VHD.html
LNA,LNA-Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai,https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-lam-nghiep-tinh-gia-lai-LNA.html
NHP,NHP-Học Viện Ngân Hàng (Phân Viện Phú Yên),https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ngan-hang-phan-vien-phu-yen-NHP.html
UFA,UFA-Trường Đại học Tài Chính Kế Toán,https://diemthi.tuyensinh247.com/diem-chuan/-UFA.html
GDU,GDU-Trường Đại Học Gia Định,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-gia-dinh-GDU.html
DDM,DDM-Trường Đại Học Công Nghiệp Quảng Ninh,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghiep-quang-ninh-DDM.html
XDT,XDT-Trường Đại Học Xây Dựng Miền Trung,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-xay-dung-mien-trung-XDT.html
DSG,DSG-Trường Đại Học Công Nghệ Sài Gòn,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-sai-gon-DSG.html
XDN,XDN-Phân hiệu Đại học Xây dựng miền Trung tại Đà Nẵng,https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-xay-dung-mien-trung-tai-da-nang-XDN.html
DBG,DBG-Trường Đại học Nông Lâm Bắc Giang,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nong-lam-bac-giang-DBG.html
TTB,TTB-Trường Đại Học Tây Bắc,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tay-bac-TTB.html
TDL,TDL-Trường Đại Học Đà Lạt,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-da-lat-TDL.html
DTP,DTP-Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-thai-nguyen-tai-lao-cai-DTP.html
TQU,TQU-Trường Đại học Tân Trào,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tan-trao-TQU.html
TKG,TKG-Trường Đại học Kiên Giang,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kien-giang-TKG.html
DVD,"DVD-Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-van-hoa-the-thao-va-du-lich-thanh-hoa-DVD.html
DTG,DTG-Phân hiệu Đại học Thái Nguyên tại Hà Giang,https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-thai-nguyen-tai-ha-giang-DTG.html
DNB,DNB-Trường Đại Học Hoa Lư,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hoa-lu-DNB.html
LBS,LBS-Trường Đại học Nguyễn Huệ,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nguyen-hue-LBS.html
HVA,HVA-Học Viện Âm Nhạc Huế,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-am-nhac-hue-HVA.html
NVH,NVH-Học Viện Âm Nhạc Quốc Gia Việt Nam,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-am-nhac-quoc-gia-viet-nam-NVH.html
NVS,NVS-Nhạc Viện TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/nhac-vien-tphcm-NVS.html
DVX,DVX-Trường Đại Học Công Nghệ Vạn Xuân,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-van-xuan-DVX.html
DHH,DHH-Trường Đại Học Hà Hoa Tiên,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ha-hoa-tien-DHH.html
MTC,MTC-Trường Đại Học Mỹ Thuật Công Nghiệp,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-my-thuat-cong-nghiep-MTC.html
MTS,MTS-Trường Đại Học Mỹ Thuật TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-my-thuat-tphcm-MTS.html
MTH,MTH-Trường Đại Học Mỹ Thuật Việt Nam,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-my-thuat-viet-nam-MTH.html
YHT,YHT-Phân hiệu Đại học Y Hà Nội tại Thanh Hóa,https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-y-ha-noi-tai-thanh-hoa-YHT.html
RMU,RMU-Trường Đại Học Quốc Tế RMIT Việt Nam,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-rmit-viet-nam-RMU.html
RHM,RHM-Trường Đại Học Răng – Hàm – Mặt,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-rang-ham-mat-RHM.html
SKD,SKD-Trường Đại Học Sân Khấu Điện Ảnh Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-san-khau-dien-anh-ha-noi-SKD.html
CIV,CIV-Học viện Công giáo Việt Nam,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-cong-giao-viet-nam-CIV.html
ZNH,ZNH-Trường Đại học Văn hóa Nghệ thuật Quân đội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-van-hoa-nghe-thuat-quan-doi-ZNH.html
LCDF,LCDF-Học viện Thiết kế và Thời trang London Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-thiet-ke-va-thoi-trang-london-ha-noi-LCDF.html
DNV,DNV-Trường Đại học Nội vụ Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-noi-vu-ha-noi-DNV.html
VPH,Đại Học Trần Đại Nghĩa,https://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-ki-thuat-quan-su-he-quan-su-dai-hoc-tran-dai-nghia-VPH.html
DSD,DSD-Trường Đại Học Sân Khấu Điện Ảnh TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-san-khau-dien-anh-tphcm-DSD.html
DDA,DDA-Trường Đại Học Công Nghệ Đông Á,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-dong-a-DDA.html
BUV,BUV-Trường Đại Học Anh Quốc Việt Nam,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-anh-quoc-viet-nam-BUV.html
BMU,BMU-Trường Đại học Y Dược Buôn Ma Thuột,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-y-duoc-buon-ma-thuot-BMU.html
DDG,DDG-Khoa Giáo dục thể chất Đà Nẵng,https://diemthi.tuyensinh247.com/diem-chuan/khoa-giao-duc-the-chat-da-nang-DDG.html
VKU,Đại học Đà Nẵng,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-thong-tin-va-truyen-thong-viet-han-dai-hoc-da-nang-VKU.html
